,strasbourg_metropole_quotient_familial,uid,cout_cantine
5268,423,501000423,75.25
5269,366,501100366,151.5
5272,699,501200699,854.75
5274,316,501300316,184.5
5277,224,501400224,195.0
5279,382,501500382,192.0
5285,328,501600328,391.5
5287,473,501700473,548.25
5290,1730,501801730,1625.4
5291,730,501900730,140.6
5293,1147,502001147,330.60004
5296,666,502100666,13.0
5295,436,502200436,361.2
5297,2025,502302025,1228.5
5300,799,502400799,874.0
5301,722,502500722,30.4
5303,2155,502602155,1863.0
5304,1153,502701153,684.4
5305,698,502800698,22.75
5306,252,502900252,402.0
5308,1774,503001774,182.70001
5310,551,503100551,5.4
5311,668,503100668,32.5
5314,1615,503201615,1675.8
5316,867,503300867,532.4
5317,1186,503301186,777.2
5320,1818,503401818,1707.3
5326,1132,503501132,1571.8
5328,2046,503602046,749.7
5329,1105,503701105,191.40001
5330,1210,503801210,197.20001
5332,513,503900513,364.5
5333,316,504000316,70.5
5334,580,504000580,32.4
5336,1772,504101772,856.80005
5337,1367,504201367,1531.2001
5338,1507,504301507,1345.6001
5339,1473,504401473,788.80005
5340,1226,504501226,1548.6001
5343,715,504600715,412.75
5347,337,504700337,252.0
5348,99999,504799999,282.90002
5349,1806,504801806,1656.9001
5350,243,504900243,196.5
5351,220,505000220,177.0
5352,726,505100726,801.8
5353,904,505200904,563.2
5355,1319,505301319,736.60004
5358,512,505400512,356.4
5360,598,505500598,0.0
5361,1099,505601099,1194.8
5363,99999,505799999,938.4
5366,99999,505899999,910.8
5367,366,505900366,405.0
5369,692,506000692,386.75
5370,1451,506101451,707.6
5371,2485,506202485,938.4
5373,3543,506303543,1800.9
5374,493,506400493,408.5
5375,403,506500403,165.0
5377,1507,506601507,788.80005
5379,4051,506704051,869.4
5380,1226,506801226,2331.6
5383,2384,506902384,303.6
5389,382,507000382,36.0
5392,1830,507101830,1663.2
5395,796,507200796,497.8
5396,400,507300400,553.5
5398,398,507400398,457.5
5402,99999,507599999,724.5
5403,1552,507601552,1159.2
5410,99999,507799999,917.7
5414,1106,507801106,400.2
5412,1493,507901493,609.0
5417,744,508000744,999.4
5418,627,508100627,0.0
5421,459,508200459,292.40002
5427,438,508300438,15.050001
5428,99999,508399999,13.8
5430,587,508400587,91.8
5432,1273,508501273,284.2
5434,485,508600485,120.40001
5435,663,508600663,240.5
5438,536,508700536,729.0
5439,1179,508801179,429.2
5444,2557,508902557,1386.9
5448,1082,509001082,1450.0
5450,426,509100426,275.2
5451,812,509200812,999.39996
5452,1436,509301436,1455.8
5453,455,509400455,365.5
5454,2998,509502998,1842.3
5460,328,509600328,217.5
5461,555,509600555,67.5
5469,805,509700805,319.2
5470,457,509800457,292.40002
5473,397,509900397,27.0
5474,610,509900610,18.9
5475,1806,510001806,18.900002
5476,263,510100263,378.0
5477,1616,510201616,1373.4001
5479,702,510300702,0.0
5481,67,510400067,192.0
5485,297,510500297,13.5
5487,421,510600421,77.4
5491,99999,510799999,662.4
5492,244,510800244,141.0
10201,1047,510901047,191.40001
5493,1274,511001274,754.0
5496,1578,511101578,170.1
5497,384,511200384,199.5
5498,701,511300701,425.75
5500,652,511400652,435.5
15350,99999,511599999,910.8
5503,1039,511601039,1351.4
5504,1257,511701257,783.0
5505,13591,511813591,938.4
5507,711,511900711,438.75
5508,1018,512001018,10.2
5511,1737,512101737,1638.0
5518,752,512200752,159.59999
5519,436,512300436,563.30005
5521,2262,512402262,1856.1001
5524,99999,512599999,938.4
5527,2201,512602201,1380.0
5529,759,512700759,201.4
5530,2184,512802184,731.4
5531,661,512900661,724.75
5534,459,513000459,0.0
5535,99999,513199999,917.7
5539,247,513200247,406.5
5543,495,513300495,75.25
5545,2776,513402776,1800.9
5546,613,513500613,702.0
5547,334,513600334,163.5
5548,436,513700436,15.050001
5550,1109,513801109,1450.0
5551,627,513900627,0.0
5552,449,514000449,0.0
5555,2695,514102695,903.9
5556,799,514200799,307.8
5564,99999,514399999,910.8
11167,393,514400393,202.5
5568,381,514500381,57.0
5572,388,514600388,177.0
5573,579,514600579,37.8
5577,533,514700533,1001.7001
5581,2019,514802019,0.0
5582,672,514900672,9.75
5584,587,515000587,189.0
5585,791,515100791,372.4
5587,240,515200240,204.0
5589,796,515300796,0.0
5590,1510,515401510,788.80005
5592,295,515500295,60.0
5593,480,515500480,75.25
5594,1322,515601322,1577.6001
5596,1711,515701711,819.0
5598,1265,515801265,788.80005
5604,501,515900501,17.2
5605,1059,516001059,371.2
5606,1137,516001137,110.2
5611,406,516100406,403.5
5613,1294,516201294,1531.2
5614,2142,516302142,759.0
5615,99999,516499999,593.4
5616,4918,516504918,1821.6001
5617,416,516600416,292.40002
5619,675,516700675,682.5
5621,3092,516803092,586.5
5622,99999,516899999,96.6
5623,1200,516901200,46.4
5624,1609,517001609,1669.5
5625,1485,517101485,736.60004
5626,564,517200564,126.9
5629,394,517300394,25.5
5631,613,517400613,359.1
9427,262,517500262,165.0
5636,1622,517601622,390.6
5637,749,517700749,3.8
5638,447,517800447,402.05002
5639,2108,517902108,1787.1001
5640,4876,518004876,938.4
5641,691,518100691,42.25
5644,797,518200797,1527.6
5654,2404,518302404,938.4
5657,166,518400166,366.0
5658,616,518500616,718.2
5659,685,518600685,650.0
5661,1086,518701086,603.2
5662,1778,518801778,1650.6001
5667,396,518900396,231.0
5669,529,519000529,18.9
5671,1359,519101359,1032.4
5672,99999,519199999,296.7
5673,869,519200869,510.40002
5677,378,519300378,204.0
5680,1405,519401405,626.4
5681,681,519500681,442.0
5682,655,519600655,880.75
5684,395,519700395,102.0
5685,480,519800480,285.95
5687,1811,519901811,825.30005
5688,1405,520001405,0.0
8179,710,520100710,422.5
5689,2116,520202116,1607.7
5692,397,520300397,234.0
5694,1435,520401435,788.80005
5695,1835,520501835,1675.8
5696,1073,520601073,29.000002
5698,460,520700460,279.5
8667,1729,520801729,787.5
5702,1546,520901546,1707.3
5709,473,521000473,350.45
5710,1218,521101218,788.80005
5711,714,521200714,425.75
5714,2567,521302567,910.8
5719,1745,521401745,856.80005
5727,648,521500648,383.5
5730,269,521600269,0.0
5731,658,521700658,396.5
5732,286,521800286,0.0
5733,618,521900618,629.1
5734,475,522000475,290.25
5735,471,522100471,156.95001
5740,2648,522202648,503.7
5742,639,522300639,357.5
5744,385,522400385,406.5
5745,1462,522501462,1566.0
8945,1843,522601843,844.2
11771,1500,522701500,783.0
5750,1406,522801406,197.20001
5752,421,522900421,62.350002
60,924,523000924,596.7
5753,1227,523101227,736.60004
5754,1257,523201257,522.0
5756,393,523300393,327.0
5757,376,523400376,106.5
5759,863,523500863,770.0
5760,1015,523501015,346.8
5761,702,523600702,838.5
5762,2248,523702248,1856.1001
5765,645,523800645,416.0
5766,3047,523903047,869.4
5769,410,524000410,610.5
5770,582,524100582,221.40001
5771,698,524100698,113.75
5772,794,524200794,288.8
5775,309,524300309,198.0
5776,400,524400400,391.5
5778,429,524500429,290.25
5782,392,524600392,90.0
5784,4283,524704283,1869.9
5785,467,524800467,21.5
5787,806,524900806,395.19998
5788,99999,525099999,200.1
5790,482,525100482,574.05005
5791,904,525200904,598.4
5792,1116,525301116,788.80005
5793,1077,525401077,632.2
5794,99999,525499999,138.0
5797,1245,525501245,945.4
5799,1384,525601384,110.200005
5800,1735,525701735,856.80005
5801,232,525800232,387.0
5802,2018,525902018,1631.7001
5803,339,526000339,406.5
5804,456,526100456,571.9
5808,1119,526201119,1542.8
5809,1610,526301610,548.10004
5811,1949,526401949,856.80005
5814,1474,526501474,1548.6001
5815,583,526600583,367.2
5816,1604,526701604,1707.3
5817,723,526800723,1349.0
5825,654,526900654,858.0
5826,494,527000494,25.800001
5828,484,527100484,875.05005
5829,478,527200478,582.65
11926,1431,527301431,377.0
5830,678,527400678,35.75
5831,778,527400778,152.0
5832,770,527500770,182.4
5833,1372,527601372,783.0
5837,534,527700534,367.2
5836,540,527800540,54.0
5840,783,527900783,121.6
5842,1221,528001221,730.80005
5846,2903,528102903,917.7
5843,1,528200001,603.0
5844,554,528300554,221.40001
5845,1053,528301053,116.0
5847,281,528400281,390.0
5850,612,528500612,345.6
5852,944,528600944,836.39996
5853,1441,528701441,713.4
5854,547,528800547,172.8
5855,523,528900523,310.5
5856,746,529000746,152.0
5857,288,529100288,541.5
6311,299,529100299,39.0
5858,544,529200544,718.2
5859,99999,529399999,1573.2001
5860,480,529400480,154.8
5861,497,529500497,275.2
5862,558,529600558,675.0
5863,584,529700584,75.6
5864,690,529700690,351.0
5865,534,529800534,731.7
5867,1982,529901982,856.80005
5870,886,530000886,598.4
5873,782,530100782,353.4
5874,540,530200540,367.2
5875,99999,530399999,890.1
5876,820,530400820,0.0
5878,359,530500359,114.0
5883,679,530600679,880.75
5884,404,530700404,607.5
5886,1520,530801520,1484.8
5888,962,530900962,683.4
5890,1101,531001101,696.0
5892,646,531100646,442.0
5894,997,531200997,1356.6
5898,509,531300509,292.40002
5899,683,531400683,230.75
5901,1448,531501448,614.80005
5902,2407,531602407,897.0
5903,419,531700419,292.40002
5904,889,531800889,290.4
5908,579,531900579,145.8
5913,367,532000367,405.0
5915,1880,532101880,1291.5
5917,1583,532201583,819.0
5919,1892,532301892,88.200005
5920,2046,532302046,623.7
5921,702,532400702,269.75
8851,359,532500359,34.5
5929,572,532600572,672.30005
5931,980,532700980,657.89996
5934,1075,532801075,754.0
5937,2450,532902450,897.0
5939,3195,533003195,2801.4
5940,1816,533101816,831.60004
16495,324,533200324,109.5
5943,644,533300644,640.25
5944,764,533400764,516.8
5952,535,533500535,666.9
5956,682,533600682,435.5
5958,2018,533702018,856.80005
5962,401,533800401,102.0
5965,204,533900204,204.0
5966,369,534000369,385.5
5970,800,534100800,1003.2
5971,1397,534201397,765.60004
5972,514,534300514,364.5
5973,539,534400539,361.80002
5977,779,534500779,501.6
5980,687,534600687,250.25
5982,1244,534701244,1513.8
5983,694,534800694,884.0
5989,505,534900505,636.4
5992,725,535000725,551.0
5997,1902,535101902,630.0
5998,419,535200419,574.05005
5999,824,535300824,374.0
6000,480,535400480,292.40002
6011,572,535500572,1050.3
6012,287,535600287,118.5
6013,653,535600653,146.25
6015,347,535700347,111.0
6016,425,535800425,258.0
6019,611,535900611,207.9
6023,1425,536001425,168.20001
6024,359,536100359,10.5
6026,857,536200857,338.80002
6029,431,536300431,135.45001
6030,504,536400504,292.40002
13023,462,536500462,21.5
6031,430,536600430,281.65002
6034,430,536700430,146.20001
6035,621,536800621,880.75
6037,467,536900467,361.2
6039,1970,537001970,781.2
6041,389,537100389,204.0
6042,1496,537201496,29.0
6043,382,537300382,1.5
6045,271,537400271,120.0
6046,593,537500593,272.7
6049,4670,537604670,1697.4
6051,352,537700352,394.5
6057,1464,537801464,458.2
6059,622,537900622,637.0
6060,656,537900656,159.25
6061,1006,538001006,5.1
6065,720,538100720,169.0
6066,394,538200394,198.0
6067,1642,538301642,850.5
6068,1661,538401661,636.30005
6069,1484,538501484,1560.2
6075,1208,538601208,626.4
6074,986,538700986,25.5
6083,902,538800902,4.4
6084,260,538900260,379.5
6085,1514,539001514,591.60004
6087,617,539100617,224.1
6093,550,539200550,159.3
6094,431,539300431,565.4501
6095,625,539400625,347.75
6096,606,539500606,731.7
6097,1020,539601020,142.8
12457,2314,539702314,924.60004
6102,836,539800836,594.0
6103,1620,539901620,806.4
6107,483,540000483,0.0
6108,1382,540101382,1496.4
6109,875,540200875,1166.0
6111,949,540300949,663.0
6113,1286,540401286,788.80005
6114,825,540500825,479.6
6118,403,540600403,406.5
6119,2227,540702227,903.9
596,324,540800324,198.0
6121,1182,540901182,1368.8
6122,1455,541001455,1183.2001
6125,1020,541101020,688.5
6126,177,541200177,31.5
6127,390,541300390,265.5
6133,453,541400453,543.95
6134,1245,541501245,765.60004
6137,818,541600818,953.8
10610,5650,541705650,427.80002
6140,705,541800705,884.0
6143,476,541900476,582.65
6142,396,542000396,129.0
6153,762,542100762,516.8
6154,277,542200277,406.5
6155,324,542300324,162.0
6161,406,542400406,199.5
6162,99999,542599999,834.9
6163,1625,542601625,686.7
6164,2038,542702038,592.2
6165,841,542800841,1192.4
6171,638,542900638,416.0
6176,473,543000473,589.10004
6177,560,543100560,175.5
6179,1504,543201504,638.0
6180,1748,543301748,535.5
6183,450,543400450,559.0
6184,2611,543502611,1869.9
6193,1460,543601460,626.4
6194,405,543700405,0.0
6195,645,543800645,74.75
6196,99999,543899999,82.8
6198,439,543900439,0.0
6200,900,544000900,576.4
6201,897,544100897,1773.2
6202,932,544200932,688.5
6204,99999,544399999,227.7
6208,696,544400696,269.75
6211,679,544500679,776.75
6214,450,544600450,75.25
6213,518,544700518,261.9
6215,99999,544899999,938.4
6216,725,544900725,881.6
6217,711,545000711,419.25
6218,854,545100854,580.8
6220,99999,545299999,696.9
6223,99999,545399999,938.4
6221,2573,545402573,938.4
6226,1421,545501421,110.200005
6224,694,545600694,1092.0
6227,734,545700734,452.19998
6228,1507,545801507,1571.8
6233,312,545900312,88.5
6234,382,545900382,277.5
6229,1623,546001623,44.100002
6230,3411,546103411,1787.1
6232,3377,546203377,862.5
6235,99999,546399999,338.1
6237,472,546400472,290.25
12294,306,546500306,202.5
6238,1029,546601029,673.2
6240,1,546700001,204.0
6241,2281,546802281,0.0
6242,99999,546899999,0.0
6244,324,546900324,153.0
6245,1204,547001204,104.4
6251,384,547100384,204.0
6246,1920,547201920,850.5
6249,296,547300296,54.0
6250,354,547300354,150.0
6252,453,547400453,51.600002
6261,375,547500375,198.0
6268,1186,547601186,748.2
6289,495,547700495,4.3
6271,361,547800361,0.0
6276,541,547900541,712.80005
6278,255,548000255,399.0
6284,466,548100466,571.9
6283,476,548200476,206.40001
6288,733,548300733,136.8
6290,713,548400713,383.5
6292,673,548500673,422.5
6293,699,548600699,416.0
6295,1924,548701924,850.5
6297,354,548800354,400.5
6299,99999,548999999,821.10004
6300,574,549000574,356.4
6301,840,549100840,79.200005
6304,1031,549201031,742.4
6305,394,549300394,192.0
6316,4058,549404058,1869.9
6317,472,549500472,49.45
6321,441,549600441,292.40002
6322,774,549700774,904.4
6323,617,549800617,359.1
6324,368,549900368,198.0
6325,1009,550001009,137.7
6326,301,550100301,231.0
6327,1432,550101432,574.2
8704,1224,550201224,388.6
6328,2551,550302551,0.0
6333,492,550400492,8.6
6335,844,550500844,13.200001
7727,390,550600390,87.0
6341,475,550700475,552.55005
6343,1253,550801253,632.2
6344,99999,550899999,186.3
6345,481,550900481,576.2
6348,933,551000933,928.19995
6351,905,551100905,594.0
6355,811,551200811,961.4
6359,1199,551301199,783.0
6360,1122,551401122,1542.8
6365,363,551500363,243.0
6366,535,551500535,124.200005
6367,1233,551601233,1519.6001
6368,1147,551701147,788.80005
6370,1497,551801497,655.4
6371,388,551900388,408.0
6374,515,552000515,550.8
6375,3946,552103946,655.5
6379,686,552200686,425.75
6380,99999,552399999,897.0
6382,576,552400576,294.30002
6383,766,552500766,752.39996
6385,1113,552601113,585.80005
6386,99999,552799999,938.4
6389,740,552800740,3.8
6392,398,552900398,352.5
6393,415,553000415,281.65002
6394,1039,553101039,417.6
6397,428,553200428,288.1
6400,837,553300837,598.4
6401,414,553400414,292.40002
6403,375,553500375,406.5
6406,1862,553601862,856.80005
6407,3197,553703197,924.60004
6408,99999,553899999,890.10004
6409,599,553900599,367.2
6410,99999,554099999,213.90001
6411,2213,554102213,917.7
6414,431,554200431,582.65
6415,1189,554301189,0.0
6416,473,554400473,137.6
6417,618,554500618,715.5
6420,1837,554601837,1266.3
6421,603,554700603,723.6
6425,1421,554801421,783.0
6426,1876,554901876,44.100002
6428,508,555000508,262.30002
6429,99999,555199999,710.7
6431,1463,555201463,742.4
6433,355,555300355,558.0
6434,418,555400418,275.2
6436,1961,555501961,1682.1001
15756,500,555600500,292.40002
6438,495,555700495,273.05002
6440,474,555800474,161.25
6441,769,555800769,212.8
6442,629,555900629,9.75
6444,1,556000001,549.0
5192,2136,556102136,924.60004
6445,342,556200342,141.0
6449,2800,556302800,1849.2001
6450,583,556400583,275.4
6451,99999,556599999,338.1
12684,629,556600629,386.75
6452,99999,556799999,910.8
6453,696,556800696,149.5
6458,1,556900001,204.0
6461,584,557000584,367.2
6462,653,557100653,438.75
6465,346,557200346,381.0
6468,309,557300309,22.5
8376,610,557400610,359.1
6467,99999,557599999,938.4
6472,1778,557601778,151.20001
6473,459,557700459,266.6
6474,473,557800473,122.55001
6475,583,557900583,369.90002
6480,764,558000764,15.2
6481,1164,558101164,1502.2
6483,507,558200507,292.40002
6484,477,558300477,449.35004
6487,878,558400878,545.60004
6488,2311,558502311,1794.0
6489,425,558600425,227.90002
6491,553,558700553,186.3
6493,1684,558801684,837.9
6527,1236,558901236,777.2
6499,290,559000290,406.5
6503,1969,559101969,491.40002
6504,99999,559199999,138.0
6505,401,559200401,12.0
14051,483,559300483,19.35
6509,1277,559401277,388.6
6508,331,559500331,135.0
6512,597,559600597,54.0
6513,99999,559799999,924.60004
6515,1323,559801323,116.0
6518,391,559900391,0.0
6519,592,560000592,359.1
6521,421,560100421,292.40002
6522,745,560200745,30.4
6523,1,560300001,199.5
6524,1376,560401376,748.2
6526,1240,560501240,730.80005
6530,1808,560601808,1707.3
6532,654,560700654,867.75
6533,259,560800259,139.5
6534,645,560800645,42.25
6536,372,560900372,408.0
6538,425,561000425,23.650002
6542,505,561100505,303.15002
6543,383,561200383,547.5
13198,502,561300502,275.2
6545,460,561400460,582.65
6547,1243,561501243,255.20001
6550,125,561600125,471.0
6551,99999,561699999,372.6
6555,395,561700395,585.0
6557,886,561800886,1192.4
6559,99999,561999999,924.60004
6563,99999,562099999,924.60004
6562,756,562100756,490.19998
14686,99999,562299999,876.3
6565,1318,562301318,580.0
6566,2219,562402219,1849.2001
6568,406,562500406,196.5
6896,1681,562601681,831.60004
6569,380,562700380,429.0
6573,1252,562801252,632.2
6574,408,562900408,522.0
6576,3189,563003189,1518.0
12885,1569,563101569,850.5
6577,865,563200865,369.6
6579,1760,563301760,850.5
6580,2635,563402635,1849.2
6581,447,563500447,215.00002
6582,541,563600541,16.2
6583,2193,563702193,1573.2
6585,361,563800361,529.5
6586,1734,563901734,1411.2001
6588,3184,564003184,469.2
6589,433,564100433,49.45
6590,641,564200641,159.25
6592,2203,564302203,27.6
6593,99999,564499999,1738.8
6274,548,564500548,367.2
6594,597,564600597,720.9
6595,939,564700939,56.1
6596,1372,564701372,655.4
6597,770,564800770,1014.6
6599,1564,564901564,756.0
6600,1526,565001526,400.2
6601,251,565100251,403.5
3173,99999,565299999,938.4
6603,425,565300425,292.40002
6605,665,565400665,442.0
6606,1114,565501114,551.0
6607,730,565600730,551.0
6608,336,565700336,21.0
6609,423,565800423,40.850002
6612,407,565900407,399.0
6615,447,566000447,576.2001
6616,1099,566101099,1403.6001
6618,440,566200440,533.2001
6620,747,566300747,193.8
6621,460,566400460,10.75
6622,1049,566501049,765.60004
6623,402,566600402,444.0
6624,576,566700576,24.300001
6625,579,566800579,353.7
6628,570,566900570,367.2
6631,324,567000324,406.5
6632,575,567100575,342.9
6633,1117,567201117,1455.8
6635,437,567300437,470.85004
6638,388,567400388,190.5
6639,1963,567501963,598.5
8933,556,567600556,29.7
6641,719,567700719,432.25
6642,1183,567801183,475.6
6643,99999,567899999,48.3
6644,958,567900958,622.2
6645,1469,568001469,0.0
6646,459,568100459,101.05
6648,344,568200344,84.0
6650,996,568300996,1361.7
6651,99999,568499999,427.80002
6652,597,568500597,324.0
6653,267,568600267,37.5
6655,287,568700287,97.5
6656,455,568800455,275.2
6658,243,568900243,187.5
6659,355,569000355,91.5
6660,411,569000411,133.3
6661,455,569100455,292.40002
6662,431,569200431,582.65
6665,812,569300812,437.0
6666,99999,569399999,103.5
6668,273,569400273,810.0
7445,441,569500441,311.75
7446,588,569500588,189.0
6671,695,569600695,351.0
6672,571,569700571,680.4
6673,432,569800432,124.700005
6675,99999,569999999,848.7
6677,238,570000238,154.5
6679,587,570100587,315.9
6681,377,570200377,202.5
6683,333,570300333,501.0
6684,369,570300369,72.0
6685,613,570400613,54.0
6688,233,570500233,204.0
6689,2609,570602609,1566.3
6691,185,570700185,132.0
6692,393,570800393,175.5
6694,2011,570902011,825.30005
6697,1349,571001349,214.6
6698,1229,571101229,1531.2001
6699,99999,571199999,27.6
6702,2738,571202738,724.5
6703,99999,571299999,186.3
6704,418,571300418,285.95
6705,288,571400288,202.5
6706,490,571500490,227.90001
6707,643,571500643,84.5
6708,433,571600433,475.15002
6709,485,571700485,221.45001
6711,317,571800317,546.0
6713,475,571900475,292.40002
6714,416,572000416,36.550003
6715,471,572000471,255.85
6716,476,572100476,199.95001
12336,548,572200548,10.8
6718,462,572300462,0.0
6720,617,572400617,356.4
6721,958,572500958,596.7
6725,662,572600662,0.0
6726,188,572700188,204.0
6727,348,572800348,192.0
6728,445,572900445,17.2
6729,318,573000318,186.0
6730,1213,573001213,858.4
6733,485,573100485,268.75
6736,317,573200317,15.0
6740,377,573300377,91.5
6743,339,573400339,285.0
6745,1257,573501257,382.80002
6746,540,573600540,229.5
6747,508,573700508,565.4501
6749,364,573800364,594.0
6751,324,573900324,406.5
9913,213,574000213,88.5
9914,365,574000365,103.5
9915,441,574000441,4.3
6752,257,574100257,595.5
6753,784,574200784,22.8
6755,469,574300469,636.4
6757,500,574400500,191.35
6758,538,574400538,105.3
6762,99999,574599999,676.2
6763,662,574600662,858.0
6765,1457,574701457,1560.2
6766,1,574800001,127.5
6768,256,574900256,204.0
6769,903,575000903,501.6
6772,333,575100333,64.5
6773,437,575200437,516.0
6775,251,575300251,402.0
6777,910,575400910,338.8
6778,1097,575401097,1113.6001
6781,340,575500340,238.5
6780,967,575600967,591.6
376,99999,575799999,213.90001
6785,456,575800456,838.50006
6788,640,575900640,68.25
6789,487,576000487,154.8
6790,1,576100001,391.5
6792,242,576200242,174.0
6795,1,576300001,406.5
6797,650,576400650,442.0
6801,472,576500472,0.0
6806,378,576600378,397.5
6809,607,576700607,205.2
6810,752,576700752,11.4
6811,352,576800352,151.5
6937,746,576900746,516.8
6815,630,577000630,442.0
6816,715,577100715,763.75
6817,583,577200583,342.9
6820,189,577300189,46.5
6821,270,577300270,48.0
6822,429,577400429,21.5
6826,457,577500457,88.15
6828,292,577600292,403.5
6833,680,577700680,19.5
6836,289,577800289,219.0
6839,278,577900278,0.0
6843,549,578000549,272.7
6844,1,578100001,607.5
6852,33,578200033,0.0
6854,957,578300957,622.2
6855,579,578400579,43.2
6856,593,578500593,40.5
6859,373,578600373,189.0
6860,892,578700892,594.0
6863,99999,578899999,938.4
7522,611,578900611,367.2
6866,312,579000312,103.5
6867,657,579100657,442.0
6868,2037,579202037,819.0
6869,481,579300481,262.30002
6870,2649,579402649,1814.7
6873,446,579500446,0.0
6874,498,579600498,75.25
6875,513,579600513,43.2
2992,398,579700398,795.0
7020,499,579800499,281.65002
6879,411,579900411,210.70001
6880,412,580000412,522.4501
6881,522,580000522,32.4
6883,387,580100387,13.5
6884,688,580200688,234.0
6885,791,580200791,254.6
6886,303,580300303,198.0
6887,273,580400273,196.5
6891,295,580500295,93.0
6892,613,580600613,480.6
6894,462,580700462,30.100002
6934,385,580800385,172.5
6895,986,580900986,1382.1
6898,452,581000452,574.05005
6899,352,581100352,129.0
6900,584,581200584,367.2
6903,502,581300502,64.5
6905,642,581400642,438.75
6907,439,581500439,36.550003
6908,1,581600001,610.5
11853,718,581700718,325.0
11854,756,581700756,129.2
6910,395,581800395,609.0
12384,2693,581902693,931.5
12973,628,582000628,308.75
12974,99999,582099999,27.6
6912,1087,582101087,626.4
6913,99999,582199999,110.4
6914,644,582200644,858.0
6916,388,582300388,598.5
6918,348,582400348,402.0
6919,414,582500414,92.450005
6921,736,582600736,209.0
6923,1,582700001,408.0
12277,409,582800409,9.0
12278,645,582800645,338.0
6926,673,582900673,864.5
6931,265,583000265,202.5
6932,1874,583101874,296.10004
6933,99999,583199999,1545.6
6936,468,583200468,283.80002
6938,954,583300954,688.5
6941,597,583400597,1074.6
6943,1122,583501122,1444.2
6947,1,583600001,205.5
6949,681,583700681,438.75
6950,434,583800434,290.25
6954,1,583900001,198.0
6955,694,584000694,880.75
6956,426,584100426,277.35
6958,469,584200469,163.40001
6959,631,584200631,195.0
6962,508,584300508,281.65002
6963,465,584400465,700.9
6967,654,584500654,35.75
6969,281,584600281,172.5
6970,459,584700459,290.25
6972,1,584800001,159.0
6973,342,584900342,406.5
6974,432,585000432,823.4501
3474,99999,585199999,27.6
7938,444,585200444,352.60004
6978,799,585300799,904.4
6979,287,585400287,385.5
6982,848,585500848,598.4
6983,265,585600265,30.0
6984,330,585600330,169.5
14583,629,585700629,419.25
6986,1,585800001,406.5
5610,761,585900761,1018.39996
6987,564,586000564,645.30005
6990,99999,586199999,855.60004
6998,1447,586201447,406.0
6992,759,586300759,516.8
6993,960,586400960,693.6
7000,930,586500930,0.0
15082,1,586600001,183.0
7001,2248,586702248,1856.1001
7002,433,586800433,288.1
7003,808,586900808,304.0
7005,464,587000464,141.90001
7006,572,587000572,162.0
7007,612,587100612,731.7
7008,625,587200625,429.0
7009,1377,587301377,1519.6001
8685,466,587400466,292.40002
7010,521,587500521,367.2
7011,1585,587601585,1663.2001
7013,708,587700708,438.75
9916,278,587800278,405.0
7016,684,587900684,416.0
7017,587,588000587,342.9
9102,365,588100365,180.0
7019,1144,588201144,748.2
10788,192,588300192,202.5
7022,1381,588401381,783.0
1857,99999,588599999,1876.8
7023,661,588600661,432.25
7025,428,588700428,567.60004
7028,354,588800354,124.5
7029,773,588800773,197.59999
7030,83,588900083,406.5
7032,2504,589002504,931.5
7033,384,589100384,57.0
7034,484,589200484,264.45
7039,1398,589301398,771.4
7040,861,589400861,558.8
7041,99999,589499999,62.100002
7042,360,589500360,400.5
7043,655,589600655,19.5
7045,498,589700498,292.40002
7046,1,589800001,204.0
7047,411,589900411,292.40002
7048,547,590000547,83.700005
7049,242,590100242,769.5
7052,439,590200439,283.80002
7053,353,590300353,405.0
7054,362,590300362,129.0
11267,243,590400243,204.0
7060,337,590500337,141.0
7061,499,590500499,236.50002
7063,381,590600381,60.0
7064,360,590700360,18.0
7065,306,590800306,127.5
7066,520,590900520,191.7
7067,1,591000001,187.5
7070,994,591100994,132.59999
482,605,591200605,367.2
7071,628,591300628,250.25
5172,536,591400536,348.30002
8790,289,591500289,195.0
7072,395,591600395,406.5
7076,251,591700251,202.5
7079,433,591800433,288.1
7082,1,591900001,409.5
16162,1,592000001,57.0
7084,1103,592101103,406.0
7085,1631,592101631,277.2
7086,1,592200001,192.0
7087,663,592300663,1040.0
7089,1659,592401659,0.0
7095,1,592500001,100.5
7096,445,592600445,172.0
7097,761,592600761,193.8
7100,1927,592701927,283.5
7102,341,592800341,193.5
7103,863,592900863,580.8
7104,1032,593001032,562.60004
7107,447,593100447,528.9
7108,665,593200665,575.25
7109,574,593300574,804.60004
7111,581,593400581,526.5
7113,1299,593501299,736.60004
7114,758,593600758,475.0
7115,1176,593701176,406.0
7117,737,593800737,304.0
7118,846,593800846,118.8
7119,99999,593899999,186.3
7122,600,593900600,367.2
7123,738,594000738,497.8
7124,419,594100419,75.25
7125,452,594200452,301.0
7127,664,594300664,416.0
6935,99999,594499999,897.0
7128,367,594500367,202.5
7129,536,594500536,2.7
7130,419,594600419,505.25
7132,1067,594701067,777.2
7133,1032,594801032,116.0
7134,99999,594899999,103.5
7136,1,594900001,204.0
7137,436,595000436,176.3
7138,538,595100538,367.2
7139,509,595200509,223.6
7141,1,595300001,373.5
7143,906,595400906,312.4
7144,350,595500350,244.5
7145,665,595600665,383.5
7146,874,595700874,44.0
7147,834,595800834,158.40001
7148,529,595900529,345.6
7149,1203,596001203,1502.2001
7150,271,596100271,0.0
6906,341,596200341,204.0
7153,506,596300506,154.8
