,strasbourg_metropole_quotient_familial,uid,cout_cantine
2872,99999,365899999,6.9
2873,348,365900348,138.0
2875,2199,366002199,462.30002
2876,1869,366101869,1549.8
2878,1221,366201221,475.6
2877,1316,366301316,98.600006
2879,499,366400499,559.0
2880,2443,366502443,1849.2
2882,827,366600827,1192.4
2883,831,366700831,858.0
2885,1743,366801743,1713.6001
2886,904,366900904,22.0
2893,666,367000666,425.75
2894,600,367100600,367.2
2895,685,367200685,809.25
2899,2344,367302344,1876.8
2900,1241,367401241,562.60004
2901,99999,367499999,158.7
2907,751,367500751,885.4
2909,1847,367601847,63.0
2912,1903,367701903,1713.6001
2913,838,367800838,0.0
2914,889,367900889,589.60004
2916,775,368000775,516.8
2917,369,368100369,198.0
2921,1669,368201669,0.0
2924,1946,368301946,856.80005
2926,545,368400545,367.2
2927,550,368500550,275.4
2928,657,368500657,65.0
2929,760,368600760,516.8
2930,1496,368701496,0.0
2932,859,368800859,866.80005
2933,489,368900489,292.40002
2935,1980,369001980,2230.2002
2936,1439,369101439,783.0
2941,373,369200373,192.0
2942,542,369300542,275.4
2944,1847,369401847,1682.1001
2945,293,369500293,366.0
2949,415,369600415,292.40002
2950,709,369700709,880.75
2952,5002,369805002,0.0
2953,1810,369901810,1701.0
2954,1449,370001449,475.6
2955,422,370100422,247.25
2957,360,370200360,493.5
2958,833,370300833,598.4
2959,566,370400566,275.40002
2960,511,370500511,672.30005
2967,1413,370601413,255.20001
2969,728,370700728,326.8
2971,1159,370801159,1513.8
2973,2142,370902142,938.4
2974,1135,371001135,725.0
8401,485,371100485,574.05005
2975,342,371200342,160.5
2978,447,371300447,511.70004
2979,442,371400442,567.60004
2980,1544,371501544,0.0
2981,780,371600780,1033.6
2982,387,371700387,399.0
2986,362,371800362,124.5
2989,753,371900753,494.0
2988,331,372000331,166.5
2990,99999,372199999,931.5
2991,2129,372202129,1828.5
2997,803,372300803,505.4
2998,1801,372401801,1348.2001
3000,693,372500693,744.25
8444,361,372600361,285.0
3002,1472,372701472,736.6
3004,355,372800355,121.5
3010,2338,372902338,1814.7
3011,581,373000581,361.80002
3863,3763,373103763,883.2
7658,570,373200570,361.80002
3020,561,373300561,1020.60004
3021,550,373400550,356.4
3022,1081,373501081,730.80005
4862,712,373600712,432.25
3026,626,373700626,351.0
3027,783,373700783,604.19995
3030,529,373800529,715.5
3034,518,373900518,1466.1001
3037,223,374000223,0.0
6889,401,374100401,64.5
6890,476,374100476,4.3
3040,430,374200430,116.100006
3044,282,374300282,610.5
3047,285,374400285,195.0
3049,436,374500436,62.350002
3050,99999,374699999,938.4
9013,782,374700782,125.4
3051,1071,374801071,5.8
3176,322,374900322,252.0
3053,189,375000189,406.5
3054,387,375100387,342.0
3057,509,375200509,197.8
3058,1123,375201123,1009.2001
3059,739,375300739,505.4
3061,825,375400825,563.2
3062,536,375500536,367.2
3067,350,375600350,535.5
3068,804,375700804,471.19998
3120,2065,375802065,1711.2001
3070,1600,375901600,2488.5
5247,740,376000740,1029.8
3073,250,376100250,370.5
3075,567,376200567,356.4
3076,484,376300484,217.15001
3077,991,376400991,688.5
3078,1712,376501712,648.9
3079,570,376600570,256.5
3080,927,376700927,35.699997
3087,463,376800463,4.3
3095,291,376900291,267.0
3099,1101,377001101,765.60004
3100,754,377100754,516.8
3101,519,377200519,356.4
3102,620,377300620,278.1
2287,1919,377401919,214.20001
3103,399,377500399,0.0
3105,1146,377601146,771.4
3106,526,377700526,167.4
3108,1700,377801700,1461.6001
10394,466,377900466,290.25
3109,1671,378001671,1285.2
3111,847,378100847,937.2001
3114,490,378200490,58.050003
3115,1004,378301004,35.699997
3119,2191,378402191,1814.7
3121,99999,378599999,241.5
3123,220,378600220,253.5
3124,265,378700265,202.5
3125,858,378800858,1196.8
3126,1981,378901981,1713.6001
3127,1730,379001730,1675.8
3128,328,379100328,207.0
3130,534,379200534,1063.8
3131,955,379300955,295.8
3132,99999,379499999,938.4
3135,398,379500398,0.0
3136,386,379600386,204.0
7291,3467,379703467,910.8
3137,417,379800417,447.2
3138,1366,379901366,156.6
3141,1491,380001491,765.60004
3142,231,380100231,204.0
3143,175,380200175,223.5
3144,420,380200420,262.30002
3145,1216,380301216,1403.6001
3147,327,380400327,19.5
3148,99999,380599999,186.3
3149,99999,380699999,690.0
3151,2176,380702176,1807.8
3153,307,380800307,1.5
3158,99999,380999999,903.9
10695,482,381000482,210.70001
15740,1671,381101671,844.2
3160,99999,381299999,1856.1001
3946,99999,381399999,897.0
3161,970,381400970,1132.2
3166,353,381500353,610.5
3167,998,381600998,336.6
3170,2367,381702367,910.8
14636,99999,381899999,345.0
3177,369,381900369,387.0
12638,99999,382099999,931.5
14431,371,382100371,76.5
13549,453,382100453,180.6
3179,416,382200416,0.0
3181,99999,382399999,917.7
3184,297,382400297,58.5
3185,535,382400535,8.1
3186,1513,382501513,1479.0
3189,913,382600913,17.6
3190,2822,382702822,821.10004
3191,283,382800283,204.0
3193,313,382900313,187.5
3194,319,383000319,198.0
3195,497,383100497,2.15
7884,546,383200546,5.4
3196,608,383300608,153.90001
3197,514,383400514,18.900002
3198,847,383400847,154.0
6584,570,383500570,0.0
3200,1173,383601173,313.2
3201,336,383700336,127.5
3204,1266,383801266,765.60004
3205,1622,383901622,1682.1001
3207,394,384000394,339.0
3209,486,384100486,81.700005
3210,355,384200355,49.5
3211,613,384200613,75.6
3212,701,384200701,26.0
3214,1202,384301202,342.2
3215,1640,384401640,806.4
12423,1248,384501248,556.80005
3216,564,384600564,18.9
3217,99999,384799999,27.6
3218,359,384800359,202.5
8637,606,384900606,353.7
3219,437,385000437,225.75002
3220,434,385100434,283.80002
3221,99999,385299999,1828.5
11754,611,385300611,340.2
10104,112,385400112,60.0
3222,446,385500446,129.0
3224,703,385600703,435.5
3225,1710,385701710,642.60004
3226,452,385800452,275.2
3485,627,385900627,68.25
3227,377,386000377,534.0
3229,99999,386199999,1435.2
14764,580,386200580,361.80002
3231,1145,386301145,835.2
3234,552,386400552,367.2
3236,427,386500427,199.95001
3237,859,386600859,422.40002
3238,817,386700817,615.6
3239,1307,386801307,429.2
3242,99999,386999999,890.10004
3246,1001,387001001,668.1
3247,750,387100750,216.6
3249,391,387200391,327.0
3250,433,387300433,550.4
3252,333,387400333,355.5
3253,334,387500334,376.5
3254,864,387500864,79.2
3255,1839,387601839,900.9
3256,399,387700399,351.0
10729,287,387800287,1.5
3257,99999,387999999,903.9
3259,1128,388001128,150.8
3260,300,388100300,510.0
3262,488,388200488,292.40002
3264,391,388300391,378.0
12957,487,388400487,500.95
3265,832,388500832,594.00006
3956,279,388600279,121.5
3266,363,388700363,339.0
3267,899,388700899,83.600006
3268,99999,388899999,1787.1001
5038,357,388900357,204.0
4963,627,389000627,214.5
3272,400,389100400,408.0
8612,597,389200597,367.2
3274,399,389300399,136.5
3275,308,389400308,22.5
3276,372,389500372,384.0
3279,2197,389602197,938.4
3283,1182,389701182,765.60004
3642,566,389800566,10.8
3286,697,389900697,84.5
3287,343,390000343,202.5
3288,514,390100514,367.2
3289,1291,390201291,2337.4001
3292,927,390300927,555.9
3293,189,390400189,189.0
3295,473,390500473,88.15
3296,607,390600607,507.59998
3298,319,390700319,6.0
3299,235,390800235,202.5
1889,590,390900590,423.90002
1890,624,390900624,747.5
3304,1212,391001212,777.2
3305,99999,391199999,890.10004
3306,461,391200461,232.20001
3307,431,391300431,582.65
3308,405,391400405,124.5
8859,99999,391599999,883.2
3310,144,391600144,801.0
9726,394,391700394,202.5
3317,1823,391801823,793.80005
3318,720,391900720,208.0
5975,473,392000473,417.1
3322,2449,392102449,1842.3
4028,433,392200433,283.80002
3323,470,392300470,172.0
9867,1803,392401803,850.5
3331,249,392500249,399.0
3326,688,392600688,867.75
3327,621,392700621,555.75
3330,377,392800377,603.0
3335,394,392900394,378.0
3336,2700,393002700,1821.6
3338,1215,393101215,1073.0
3339,519,393200519,494.10004
3340,265,393300265,405.0
3346,116,393400116,18.0
3347,584,393500584,5.4
3348,125,393600125,604.5
3351,620,393700620,43.2
3352,862,393800862,514.8
3354,290,393900290,204.0
3356,579,394000579,396.90002
4292,283,394100283,192.0
3360,358,394200358,165.0
10129,554,394300554,332.1
3363,1745,394401745,825.30005
3364,339,394500339,378.0
3365,305,394600305,163.5
3366,379,394700379,186.0
9896,1,394800001,184.5
3368,656,394900656,39.0
3370,569,395000569,1466.1001
3371,558,395100558,367.2
3372,542,395200542,345.6
3373,858,395300858,347.6
3375,286,395400286,198.0
3377,1,395500001,204.0
3381,660,395600660,136.5
3382,436,395700436,746.05005
1497,670,395800670,884.0
3386,854,395900854,426.80002
3387,292,396000292,606.0
3389,1802,396101802,25.2
3390,99999,396199999,897.0
3391,403,396200403,177.0
3392,761,396300761,311.59998
3393,332,396400332,336.0
3394,537,396400537,405.0
3397,634,396500634,396.5
7345,875,396600875,554.4
9537,592,396700592,137.7
3399,776,396800776,596.6
3574,456,396900456,292.40002
3400,522,397000522,561.60004
3401,231,397100231,465.0
3402,420,397200420,288.1
3491,2351,397302351,931.5
6678,1,397400001,204.0
3405,301,397500301,204.0
4905,866,397600866,1166.0
3408,1188,397701188,754.0
3411,650,397800650,565.5
3412,1028,397801028,71.399994
3415,333,397900333,70.5
3417,1125,398001125,765.60004
3420,1474,398101474,777.2
3422,375,398200375,178.5
3423,489,398200489,176.30002
12611,613,398300613,321.30002
3426,249,398400249,594.0
3428,1244,398501244,777.2
3429,637,398600637,279.5
3430,929,398700929,1147.5
3431,249,398800249,406.5
3432,553,398900553,5.4
3433,700,399000700,884.0
6347,789,399100789,516.8
3434,1,399200001,405.0
3438,278,399300278,46.5
3439,457,399300457,432.15002
3624,1251,399401251,696.0
3442,350,399500350,202.5
3443,99999,399699999,1787.1001
14041,1,399700001,162.0
14042,99999,399799999,186.3
10399,588,399800588,364.5
3448,395,399900395,64.5
3450,422,400000422,58.050003
3604,2120,400102120,917.7
3452,450,400200450,569.75
3453,630,400300630,110.5
3454,371,400400371,337.5
3456,588,400500588,118.8
3459,455,400600455,169.85
3460,556,400600556,89.1
3461,693,400700693,0.0
6637,303,400800303,391.5
3462,648,400900648,419.25
3463,416,401000416,238.65001
10862,346,401100346,115.5
3465,531,401200531,16.2
6210,424,401300424,277.35
3466,743,401400743,501.6
3468,315,401500315,610.5
3469,240,401600240,162.0
4224,467,401700467,288.1
3470,694,401800694,1322.75
3472,1506,401901506,748.2
3473,420,402000420,262.30002
3475,498,402100498,430.0
3476,558,402200558,599.4
3479,99999,402399999,317.4
3480,1021,402401021,714.0
3481,167,402500167,145.5
6478,1538,402601538,777.2
3483,243,402700243,406.5
11251,568,402800568,707.4
1462,263,402900263,204.0
3484,437,403000437,567.60004
3486,1050,403101050,783.0
3487,1,403200001,192.0
3488,254,403300254,385.5
3490,715,403400715,864.5
3492,743,403500743,76.0
3617,746,403600746,22.8
3494,1358,403701358,1554.4
5565,381,403800381,196.5
3496,99999,403999999,938.4
3497,514,404000514,702.0
3498,535,404100535,213.3
3499,1,404200001,739.5
10872,120,404300120,196.5
6175,120,404400120,406.5
3501,311,404500311,405.0
4906,459,404600459,273.05002
3508,2624,404702624,1856.1001
3512,3041,404803041,1828.5
3513,267,404900267,40.5
3514,2212,405002212,938.4
14939,383,405100383,181.5
3517,417,405200417,202.1
16351,614,405300614,540.0
8682,626,405400626,481.0
3521,515,405500515,367.2
3522,374,405600374,3.0
14131,286,405700286,183.0
5839,1081,405801081,1316.6001
4932,426,405900426,292.40002
3523,381,406000381,336.0
3525,344,406100344,238.5
3526,592,406100592,172.8
3527,385,406200385,162.0
5013,430,406300430,292.40002
3542,549,406400549,729.0
3528,1926,406501926,1682.1001
3842,421,406600421,584.80005
3530,2498,406702498,193.2
3531,99999,406899999,27.6
13414,957,406900957,688.5
3533,977,407000977,673.2
3536,532,407100532,0.0
3537,1799,407201799,1650.6001
3540,99999,407399999,1869.9
3544,2632,407402632,1828.5
3549,1718,407501718,837.9
3547,654,407600654,409.5
3546,496,407700496,191.35
3548,99999,407899999,910.8
3550,99999,407999999,938.4
3551,687,408000687,6.5
3553,588,408100588,720.9
3554,2085,408202085,1807.8
3555,1314,408301314,1566.0
3556,597,408400597,321.30002
3557,346,408500346,396.0
3558,2350,408602350,903.9
3559,2115,408702115,731.4
3560,881,408800881,171.6
3561,1082,408901082,249.40001
3562,381,409000381,204.0
3563,652,409100652,0.0
3564,3256,409203256,1835.4
3566,908,409300908,717.2
3571,99999,409499999,648.60004
3570,1650,409501650,850.5
3573,1147,409601147,788.80005
3582,302,409700302,195.0
3581,340,409800340,193.5
3583,894,409900894,580.8
3584,870,410000870,598.4
3586,1282,410101282,788.80005
3587,403,410200403,202.5
3598,2843,410302843,1856.1001
3599,1221,410401221,1073.0
3602,1491,410501491,568.4
3605,326,410600326,235.5
3606,781,410700781,467.4
3607,264,410800264,336.0
3609,946,410900946,1086.2999
3610,384,411000384,201.0
3611,531,411000531,48.600002
3612,654,411000654,97.5
3614,1484,411101484,1450.0
3616,1265,411201265,1519.6001
3619,1019,411301019,239.7
14711,1294,411401294,156.6
3620,350,411500350,370.5
3623,268,411600268,174.0
13164,1603,411701603,819.0
3625,1572,411801572,1058.4
3629,658,411900658,214.5
3630,99999,411999999,41.4
3632,2101,412002101,1559.4
3637,588,412100588,199.8
3638,2247,412202247,1504.2
3639,545,412300545,105.3
12755,401,412400401,127.5
4451,273,412500273,192.0
3645,662,412600662,861.25
3646,882,412700882,356.4
3647,672,412800672,217.75
3650,5097,412905097,1821.6
3653,956,413000956,663.0
3656,99999,413199999,1876.8
3658,807,413200807,513.0
3659,1537,413301537,1537.0
3660,1432,413401432,783.0
3663,321,413500321,49.5
3664,454,413500454,131.15001
3665,491,413600491,0.0
3666,275,413700275,12.0
3667,1658,413801658,831.60004
3669,2118,413902118,351.9
3670,99999,413999999,75.9
3671,99999,414099999,41.4
3674,944,414100944,1387.2
3675,643,414200643,747.5
3679,861,414300861,558.8
3680,378,414400378,90.0
3682,514,414500514,86.4
3687,663,414600663,429.0
3688,402,414700402,375.0
3690,646,414800646,100.75
3691,1595,414801595,434.7
3692,479,414900479,292.40002
3693,651,415000651,338.0
3697,99999,415199999,586.5
3698,1281,415201281,991.80005
3700,656,415300656,139.75
3701,350,415400350,177.0
3702,492,415400492,556.85004
3703,5124,415505124,1235.1001
3704,1041,415601041,765.60004
3705,401,415700401,190.5
3706,1279,415801279,1537.0
3710,99999,415999999,1821.6001
3711,99999,416099999,55.2
3712,1157,416101157,1548.6001
3713,413,416200413,389.15002
3714,359,416300359,330.0
3715,99999,416499999,710.7
3721,99999,416599999,1863.0
3722,381,416600381,408.0
3724,1842,416701842,1619.1001
9450,1618,416801618,844.2
3726,427,416900427,283.80002
3729,795,417000795,60.800003
3730,314,417100314,25.5
3731,427,417100427,64.5
3734,1414,417201414,1525.4001
3735,1408,417301408,11.6
3738,401,417400401,127.5
3739,462,417400462,391.30002
3741,99999,417599999,855.60004
3742,161,417600161,396.0
3743,2642,417702642,1869.9
3758,1445,417801445,1566.0
3744,1447,417901447,759.80005
3745,1145,418001145,1560.2001
3750,1747,418101747,1701.0
3751,1003,418201003,693.6
3752,99999,418399999,1849.2001
3753,856,418400856,1056.0
3757,326,418500326,202.5
3759,988,418600988,1361.7
3764,1405,418701405,1305.0
3765,773,418800773,513.0
3766,99999,418999999,593.4
3767,894,419000894,426.80002
3768,1694,419101694,1650.6001
3769,233,419200233,393.0
3770,866,419300866,1166.0
3771,3095,419403095,1787.1001
3779,543,419500543,0.0
3783,1686,419601686,856.80005
3790,1476,419701476,1107.8
3791,1925,419801925,844.2
3794,618,419900618,723.6
3793,1220,420001220,0.0
3795,344,420100344,112.5
3796,504,420200504,305.30002
3797,409,420300409,406.5
3798,515,420400515,351.0
14794,5332,420505332,931.5
3807,332,420600332,405.0
3808,423,420700423,537.5
3809,1601,420801601,1247.4
3810,1105,420901105,643.80005
3811,99999,420999999,1090.2
3814,620,421000620,162.0
3818,1201,421101201,765.60004
3819,613,421200613,588.60004
3820,99999,421299999,372.6
3821,500,421300500,307.45
3823,218,421400218,49.5
3824,1128,421501128,707.60004
3825,381,421600381,517.5
3826,1906,421701906,856.80005
3828,540,421800540,29.7
3827,1733,421901733,819.0
3829,684,422000684,22.75
3831,852,422100852,88.0
3832,1784,422201784,1688.4
3837,1080,422301080,771.4
3849,341,422400341,606.0
3848,563,422500563,342.9
3850,411,422600411,511.7
3851,1882,422701882,1291.5
3852,99999,422799999,331.2
3858,731,422800731,516.8
3859,299,422900299,406.5
3860,1543,423001543,1625.4001
3862,99999,423199999,938.4
3864,342,423200342,366.0
3865,776,423300776,543.4
3866,1045,423401045,1548.6001
3867,363,423500363,184.5
3870,1427,423601427,841.0
3871,1023,423701023,1382.1
3872,535,423800535,367.2
3873,682,423900682,217.75
3876,1130,424001130,58.000004
3878,395,424100395,355.5
3879,591,424200591,0.0
3880,328,424300328,378.0
3881,1511,424401511,1009.2
3882,564,424500564,731.7
3885,518,424600518,2.7
3886,99999,424799999,752.10004
3887,503,424800503,51.600002
3888,556,424800556,143.1
3889,277,424900277,199.5
3890,1828,425001828,1650.6001
3892,1341,425101341,1513.8
3893,3810,425203810,1869.9
3896,808,425300808,912.0
3902,366,425400366,3.0
3903,1455,425501455,1189.0
3905,872,425600872,699.6
3908,1648,425701648,25.2
3909,960,425800960,367.19998
3911,535,425900535,450.9
3912,700,425900700,737.75
3913,99999,425999999,62.100002
3914,533,426000533,896.4
3916,567,426100567,380.7
3919,1669,426201669,693.0
3920,499,426300499,292.40002
3924,466,426400466,561.15
3926,670,426500670,386.75
3927,732,426500732,64.6
3928,1369,426601369,0.0
3910,378,426700378,324.0
3933,1258,426801258,324.80002
3934,764,426900764,19.0
3936,449,427000449,236.50002
3935,271,427100271,600.0
3938,1682,427201682,1707.3
3939,1030,427301030,20.4
3941,789,427400789,7.6
4558,451,427500451,25.800001
3942,1419,427601419,127.600006
3943,795,427700795,129.2
3945,968,427800968,785.39996
3947,1629,427901629,1612.8
3948,940,428000940,1183.2
3950,1731,428101731,850.5
3951,1130,428201130,440.80002
3952,99999,428299999,131.1
3953,430,428300430,363.35
3957,1597,428401597,787.5
4275,563,428500563,307.80002
3958,27,428600027,406.5
3960,1294,428701294,788.80005
3964,485,428800485,436.45
3966,1779,428901779,0.0
3973,1422,429001422,771.4
3968,728,429100728,1159.0
3971,875,429200875,475.2
3972,2219,429302219,0.0
3974,1267,429401267,1571.8
3976,235,429500235,610.5
3977,99999,429699999,220.8
3980,1890,429701890,743.4
3982,419,429800419,715.9501
12577,269,429900269,60.0
3986,486,430000486,427.85
3991,1310,430101310,777.2
3993,1277,430201277,585.80005
3994,2040,430302040,0.0
3996,637,430400637,429.0
3999,2188,430502188,2656.5
4000,3296,430603296,938.4
4002,1408,430701408,1537.0
4003,332,430800332,397.5
4006,701,430900701,884.0
4010,967,431000967,1336.2
4011,1201,431101201,40.600002
4013,3461,431203461,717.60004
4014,99999,431399999,738.3
4015,587,431400587,734.4
4016,985,431500985,1326.0
