Id Personne;Id Famille;QF;Type repas;Nombre;id gale ou non ;type de repas simplifi par tarif identique 
12480;8985;722;Repas Standard;104;;Repas Standard
12481;8974;350;Repas Standard;120;;Repas Standard
12482;8986;3308;Repas Standard;134;;Repas Standard
12483;3602;1922;Repas Halal;133;;Repas Standard
12484;8988;699;Repas Standard;134;;Repas Standard
12485;8987;604;Repas Végétarien;16;;Repas vgtarien
12486;8989;999999;Repas Standard;127;;Repas Standard
12487;8990;571;Repas Standard;133;;Repas Standard
12488;8991;1707;Repas Standard;130;;Repas Standard
12489;8992;1162;Repas Standard;134;;Repas Standard
12490;4295;235;Repas Standard;135;;Repas Standard
12491;6401;266;Repas Halal;15;;Repas Standard
12492;5416;818;Repas Halal;127;;Repas Standard
12493;8993;268;Repas Halal;63;;Repas Standard
12494;8993;268;Repas Halal;63;;Repas Standard
12495;8993;268;Repas Halal;63;;Repas Standard
12496;8994;969;Repas Standard;132;;Repas Standard
12497;8995;1767;Repas Standard;134;;Repas Standard
12498;8997;280;Repas Halal;132;;Repas Standard
12499;8998;849;Repas Halal;69;;Repas Standard
12500;713;703;Repas Standard;31;oui;Repas Standard
12500;713;829;Repas Standard;31;;Repas Standard
12501;6638;790;Repas Halal;58;;Repas Standard
12502;5435;2611;Repas Standard;135;;Repas Standard
12503;8999;319;Repas Standard;81;oui;Repas Standard
12503;8999;319;Repas Halal;53;;Repas Standard
12504;6606;297;Repas Halal;113;;Repas Standard
12505;74;406;Repas Halal;131;;Repas Standard
12506;6895;845;Repas Standard;134;;Repas Standard
12507;9000;1553;Repas Standard;62;;Repas Standard
12508;2174;174;Repas Standard;135;;Repas Standard
12509;9001;569;Repas Standard;26;;Repas Standard
12510;9002;1327;Repas Halal;22;;Repas Standard
12511;9003;514;Repas Halal;41;;Repas Standard
12512;2211;339;Repas Halal;95;;Repas Standard
12513;2681;465;Repas Halal;32;;Repas Standard
12514;9004;5246;Repas Standard;104;;Repas Standard
12515;9005;168;Repas Standard;135;;Repas Standard
12516;9006;1526;Repas Standard;112;oui;Repas Standard
12516;9006;1564;Repas Standard;18;;Repas Standard
12517;9007;545;Repas Standard;136;;Repas Standard
12518;9008;292;Repas Sans Porc;136;;Repas Standard
12519;9009;427;Repas Standard;131;;Repas Standard
12520;9010;1670;Repas Standard;99;;Repas Standard
12521;9011;360;Repas Halal;38;oui;Repas Standard
12521;9011;466;Repas Halal;95;;Repas Standard
12522;9012;738;Repas Halal;130;;Repas Standard
12523;8117;999999;Repas Standard;121;;Repas Standard
12524;9013;717;Repas Halal;51;;Repas Standard
12525;9013;717;Repas Halal;51;;Repas Standard
12526;9013;717;Repas Halal;50;;Repas Standard
12527;9014;246;Repas Halal;58;;Repas Standard
12528;9014;246;Repas Halal;62;;Repas Standard
12529;3694;1847;Repas Standard;135;;Repas Standard
12530;3292;1998;Repas Standard;133;;Repas Standard
12531;5852;444;Repas Halal;81;;Repas Standard
12532;9015;1455;Repas Standard;136;;Repas Standard
12533;9017;991;Repas Halal;41;oui;Repas Standard
12533;9017;999999;Repas Halal;11;;Repas Standard
12534;9016;1339;Repas Halal;135;;Repas Standard
12535;9018;749;Repas Standard;131;;Repas Standard
12536;9019;1492;Repas Standard;130;;Repas Standard
12537;208;676;Repas Standard;89;oui;Repas Standard
12537;208;676;Panier;25;;Panier
12538;5981;603;Repas Standard;57;;Repas Standard
12539;9020;999999;Repas Standard;132;;Repas Standard
12540;9021;1501;Repas Standard;135;;Repas Standard
12541;9022;902;Repas Standard;130;;Repas Standard
12542;9023;890;Repas Végétarien;32;oui;Repas vgtarien
12542;9023;963;Repas Végétarien;95;;Repas vgtarien
12543;5995;649;Repas Standard;2;;Repas Standard
12544;9024;409;Repas Standard;131;;Repas Standard
12545;8125;2362;Repas Standard;135;;Repas Standard
12546;9025;1845;Repas Sans Porc;135;;Repas Standard
12547;9026;880;Repas Standard;131;;Repas Standard
12548;9027;410;Repas Halal;96;;Repas Standard
12549;9027;410;Repas Halal;96;;Repas Standard
12550;619;305;Repas Standard;39;;Repas Standard
12551;9028;999999;Repas Standard;102;;Repas Standard
12552;4614;996;Repas Standard;134;;Repas Standard
12553;5232;1257;Repas Halal;45;;Repas Standard
12554;2887;244;Repas Sans Porc;131;;Repas Standard
12555;9029;404;Repas Halal;27;;Repas Standard
12556;9030;1768;Repas Standard;66;;Repas Standard
12557;9031;315;Repas Standard;66;oui;Repas Standard
12557;9031;999999;Repas Standard;7;oui;Repas Standard
12557;10812;884;Repas Standard;41;;Repas Standard
12558;9032;999999;Repas Standard;126;;Repas Standard
12559;9033;567;Repas Standard;135;;Repas Standard
12560;2708;902;Repas Standard;64;;Repas Standard
12561;9034;1614;Repas Halal;66;;Repas Standard
12562;4154;350;Repas Standard;39;oui;Repas Standard
12562;4154;492;Repas Standard;84;;Repas Standard
12563;1496;146;Repas Halal;135;;Repas Standard
12564;3883;391;Repas Standard;125;;Repas Standard
12565;9035;633;Repas Halal;128;;Repas Standard
12566;4305;2188;Repas Standard;127;;Repas Standard
12567;9036;327;Repas Halal;28;;Repas Standard
12568;7854;452;Repas Standard;112;;Repas Standard
12569;9037;583;Repas Standard;135;;Repas Standard
12570;4989;696;Repas Standard;134;;Repas Standard
12571;9038;2242;Repas Standard;133;;Repas Standard
12572;9038;2242;Repas Standard;131;;Repas Standard
12573;2373;653;Repas Standard;131;;Repas Standard
12574;9039;999999;Repas Standard;136;;Repas Standard
12575;9040;606;Repas Halal;136;;Repas Standard
12576;9041;429;Repas Halal;121;oui;Repas Standard
12576;9041;547;Repas Halal;13;;Repas Standard
12577;826;1171;Repas Halal;74;;Repas Standard
12578;5930;1032;Repas Halal;94;;Repas Standard
12579;3085;405;Repas Végétarien;34;;Repas vgtarien
12580;6363;1153;Repas Halal;120;;Repas Standard
12581;9042;610;Repas Standard;126;;Repas Standard
12582;8900;2865;Repas Standard;135;;Repas Standard
12583;511;417;Repas Halal;44;;Repas Standard
12584;9044;1354;Repas Halal;127;;Repas Standard
12585;9043;1744;Repas Standard;46;;Repas Standard
12586;9043;1744;Repas Standard;51;;Repas Standard
12587;9045;857;Repas Végétarien;116;;Repas vgtarien
12588;9046;1107;Repas Halal;133;;Repas Standard
12589;9047;714;Repas Halal;26;;Repas Standard
12590;9047;714;Repas Halal;22;;Repas Standard
12591;9048;2096;Repas Standard;135;;Repas Standard
12592;9049;303;Repas Halal;126;;Repas Standard
12593;2065;803;Repas Standard;122;;Repas Standard
12594;9050;1464;Repas Standard;131;;Repas Standard
12595;9051;797;Repas Halal;8;;Repas Standard
12596;8781;394;Repas Halal;131;;Repas Standard
12597;9052;377;Repas Standard;22;oui;Repas Standard
12597;9052;435;Repas Standard;105;;Repas Standard
12598;4949;395;Repas Halal;113;oui;Repas Standard
12598;4949;427;Repas Halal;20;;Repas Standard
12599;3711;485;Repas Halal;133;;Repas Standard
12600;9053;400;Repas Halal;135;;Repas Standard
12601;9054;999999;Repas Standard;124;;Repas Standard
12602;9055;671;Repas Standard;136;;Repas Standard
12603;967;1788;Repas Sans Porc;135;;Repas Standard
12604;1204;736;Repas Halal;1;;Repas Standard
12605;5778;289;Repas Standard;58;;Repas Standard
12606;8992;1162;Repas Standard;134;;Repas Standard
12607;9056;947;Repas Standard;132;;Repas Standard
12608;9056;947;Repas Standard;135;;Repas Standard
12609;9057;661;Repas Standard;131;;Repas Standard
12610;4073;999999;Repas Standard;135;;Repas Standard
12611;9058;643;Repas Halal;125;;Repas Standard
12612;9058;643;Repas Halal;124;;Repas Standard
12613;9059;1018;Repas Standard;134;;Repas Standard
12614;9059;1018;Repas Standard;136;;Repas Standard
12615;6526;473;Repas Halal;72;;Repas Standard
12616;9060;1533;Repas Standard;121;;Repas Standard
12617;9061;278;Repas Sans Porc;135;;Repas Standard
12618;8098;1;Repas Sans Porc;135;;Repas Standard
12619;9062;534;Repas Standard;126;;Repas Standard
12620;9063;999999;Repas Standard;67;;Repas Standard
12621;549;335;Repas Halal;119;;Repas Standard
12622;9064;336;Repas Halal;36;;Repas Standard
12623;4069;957;Repas Standard;135;;Repas Standard
12624;9065;2656;Repas Standard;136;;Repas Standard
12625;9048;2096;Repas Standard;135;;Repas Standard
12626;9066;601;Repas Standard;136;;Repas Standard
12627;9067;330;Repas Halal;106;;Repas Standard
12628;6089;734;Repas Standard;135;;Repas Standard
12629;7004;441;Repas Standard;127;;Repas Standard
12630;9069;1929;Repas Standard;134;;Repas Standard
12631;9068;955;Repas Standard;68;;Repas Standard
12632;9068;955;Repas Standard;73;;Repas Standard
12633;9068;955;Repas Standard;70;;Repas Standard
12634;9070;1241;Repas Standard;1;;Repas Standard
12635;9070;1241;Repas Standard;132;;Repas Standard
12636;9071;695;Repas Standard;135;;Repas Standard
12637;9071;695;Repas Standard;136;;Repas Standard
12638;1134;487;Repas Halal;127;;Repas Standard
12639;9072;384;Repas Halal;28;;Repas Standard
12640;9073;2221;Repas Standard;132;;Repas Standard
12641;9074;867;Repas Standard;134;;Repas Standard
12642;9075;478;Repas Halal;135;;Repas Standard
12643;7985;1153;Repas Halal;135;;Repas Standard
12644;9076;699;Repas Sans Porc;114;;Repas Standard
12645;1788;465;Repas Végétarien;129;;Repas vgtarien
12646;9077;1114;Repas Standard;67;;Repas Standard
12647;9078;1190;Repas Standard;56;oui;Repas Standard
12647;9078;1251;Repas Standard;8;;Repas Standard
12648;9079;349;Repas Standard;135;;Repas Standard
12649;5507;475;Repas Standard;122;;Repas Standard
12650;4440;597;Repas Halal;135;;Repas Standard
12651;9080;999999;Repas Halal;37;;Repas Standard
12652;9081;1200;Repas Standard;136;;Repas Standard
12653;9082;1096;Repas Standard;131;;Repas Standard
12654;9083;257;Repas Sans Porc;135;;Repas Standard
12655;9084;956;Repas Végétarien;9;;Repas vgtarien
12656;6874;408;Repas Halal;58;;Repas Standard
12657;1605;612;Repas Standard;7;oui;Repas Standard
12657;1605;1530;Repas Standard;124;;Repas Standard
12658;1605;612;Repas Standard;7;oui;Repas Standard
12658;1605;1530;Repas Standard;124;;Repas Standard
12659;9085;1229;Repas Végétarien;86;;Repas vgtarien
12660;9086;3150;Repas Standard;128;;Repas Standard
12661;304;346;Repas Halal;43;;Repas Standard
12662;9087;1876;Repas Standard;130;;Repas Standard
12663;9087;1876;Repas Standard;130;;Repas Standard
12664;9088;1;Repas Standard;135;;Repas Standard
12665;9089;527;Repas Standard;95;;Repas Standard
12666;9090;309;Repas Halal;130;;Repas Standard
12667;9091;605;Repas Standard;67;;Repas Standard
12668;9092;1749;Repas Standard;133;;Repas Standard
12669;4794;487;Repas Sans Porc;46;;Repas Standard
12670;5606;1808;Repas Standard;135;;Repas Standard
12671;9093;376;Repas Halal;131;;Repas Standard
12672;9094;1234;Repas Halal;50;;Repas Standard
12673;9095;2601;Repas Standard;90;;Repas Standard
12674;9096;397;Repas Standard;135;;Repas Standard
12675;1986;2964;Repas Standard;135;;Repas Standard
12676;9097;820;Repas Halal;131;;Repas Standard
12677;9098;332;Repas Standard;136;;Repas Standard
12678;3678;838;Repas Végétarien;132;;Repas vgtarien
12679;9099;657;Repas Végétarien;8;oui;Repas vgtarien
12679;9099;999999;Repas Végétarien;26;;Repas vgtarien
12680;9100;257;Repas Halal;132;;Repas Standard
12681;9100;257;Repas Halal;136;;Repas Standard
12682;6655;989;Repas Standard;103;;Repas Standard
12683;9101;1040;Repas Standard;117;;Repas Standard
12684;9102;999999;Repas Standard;102;;Repas Standard
12685;9102;999999;Repas Standard;101;;Repas Standard
12686;9103;136;Repas Standard;133;;Repas Standard
12687;9103;136;Repas Standard;133;;Repas Standard
12688;245;701;Repas Halal;29;;Repas Standard
12689;8908;326;Repas Halal;49;oui;Repas Standard
12689;8908;562;Repas Halal;83;;Repas Standard
12690;1711;559;Repas Végétarien;12;oui;Repas vgtarien
12690;1711;559;Repas Halal;118;;Repas Standard
12691;9104;1389;Repas Standard;134;;Repas Standard
12692;9105;261;Repas Standard;133;;Repas Standard
12693;9107;418;Repas Standard;66;;Repas Standard
12694;4183;999999;Repas Standard;134;;Repas Standard
12695;9108;1240;Repas Standard;102;;Repas Standard
12696;9108;1240;Repas Standard;83;;Repas Standard
12697;9108;1240;Repas Standard;98;;Repas Standard
12698;9108;1240;Repas Standard;71;;Repas Standard
12699;9109;779;Repas Standard;55;;Repas Standard
12700;9110;120;Repas Standard;23;;Repas Standard
12701;9111;1904;Repas Halal;130;;Repas Standard
12702;8244;454;Repas Halal;92;;Repas Standard
12703;9112;537;Repas Standard;121;;Repas Standard
12704;4409;551;Repas Halal;106;;Repas Standard
12705;9113;999999;Repas Standard;121;;Repas Standard
12706;9114;280;Repas Halal;115;;Repas Standard
12707;9115;1471;Repas Standard;115;;Repas Standard
12708;9116;515;Repas Standard;85;;Repas Standard
12709;9117;273;Repas Halal;133;;Repas Standard
12710;9118;786;Repas Standard;135;;Repas Standard
12711;9119;706;Repas Standard;135;;Repas Standard
12712;9119;706;Repas Standard;132;;Repas Standard
12713;9120;506;Repas Standard;131;;Repas Standard
12714;9121;1562;Repas Standard;129;;Repas Standard
12715;9121;1562;Repas Standard;131;;Repas Standard
12716;9123;699;Repas Standard;136;;Repas Standard
12717;9124;866;Repas Halal;26;;Repas Standard
12718;9125;1123;Repas Standard;127;;Repas Standard
12719;9126;999999;Repas Standard;134;;Repas Standard
12720;9128;328;Repas Halal;133;;Repas Standard
12721;6343;2392;Repas Standard;121;;Repas Standard
12722;9129;804;Repas Standard;136;;Repas Standard
12723;9130;1;Repas Standard;8;;Repas Standard
12724;9127;991;Repas Standard;132;;Repas Standard
12725;9131;1747;Repas Standard;115;;Repas Standard
12726;9132;384;Repas Standard;107;;Repas Standard
12727;9133;200;Repas Standard;132;;Repas Standard
12728;9134;469;Repas Sans Porc;29;oui;Repas Standard
12728;9134;570;Repas Sans Porc;78;;Repas Standard
12729;3156;1948;Repas Végétarien;55;oui;Repas vgtarien
12729;3156;2145;Repas Standard;35;oui;Repas Standard
12729;3156;2145;Repas Végétarien;26;;Repas vgtarien
12730;5355;572;Repas Halal;126;;Repas Standard
12731;9135;1443;Repas Standard;130;;Repas Standard
12732;9137;999999;Repas Halal;136;;Repas Standard
12733;9136;1611;Repas Standard;122;;Repas Standard
12734;9138;1;Repas Standard;76;oui;Repas Standard
12734;9138;999999;Repas Standard;23;;Repas Standard
12735;9139;999999;Repas Standard;68;;Repas Standard
12736;9140;1205;Repas Standard;133;;Repas Standard
12737;9141;782;Repas Standard;66;;Repas Standard
12738;9141;782;Repas Standard;66;;Repas Standard
12739;9142;4594;Repas Standard;135;;Repas Standard
12740;9143;563;Repas Standard;13;;Repas Standard
12741;9143;563;Repas Standard;13;;Repas Standard
12742;9144;1718;Repas Standard;125;;Repas Standard
12743;9144;1718;Repas Standard;123;;Repas Standard
12744;9145;416;Repas Halal;60;oui;Repas Standard
12744;9145;518;Repas Halal;65;;Repas Standard
12745;9146;300;Repas Sans Porc;119;;Repas Standard
12746;9147;759;Repas Standard;132;;Repas Standard
12747;9148;1294;Repas Sans Porc;68;;Repas Standard
12748;9149;493;Repas Standard;136;;Repas Standard
12749;3821;453;Repas Sans Porc;4;;Repas Standard
12750;7531;424;Repas Standard;135;;Repas Standard
12751;9150;436;Repas Sans Porc;47;;Repas Standard
12752;9151;523;Repas Végétarien;44;;Repas vgtarien
12753;9152;293;Repas Halal;131;oui;Repas Standard
12753;9152;310;Repas Halal;4;;Repas Standard
12754;5666;402;Repas Halal;98;;Repas Standard
12755;4771;554;Repas Halal;135;;Repas Standard
12756;9153;619;Repas Standard;80;;Repas Standard
12757;9154;604;Repas Standard;131;;Repas Standard
12758;8790;1;Repas Sans Porc;77;oui;Repas Standard
12758;8790;999999;Repas Sans Porc;20;;Repas Standard
12759;9155;352;Repas Standard;20;;Repas Standard
12760;9155;352;Repas Standard;20;;Repas Standard
12761;6834;1;Repas Standard;126;;Repas Standard
12762;2952;1113;Repas Standard;132;;Repas Standard
12763;9157;382;Repas Standard;107;oui;Repas Standard
12763;9157;999999;Repas Standard;27;;Repas Standard
12764;6567;692;Repas Halal;78;;Repas Standard
12765;9158;1437;Repas Standard;25;oui;Repas Standard
12765;9158;999999;Repas Standard;108;;Repas Standard
12766;9159;236;Repas Végétarien;38;;Repas vgtarien
12767;9159;236;Repas Halal;23;;Repas Standard
12768;9160;775;Repas Halal;102;;Repas Standard
12769;9161;22;Repas Halal;131;;Repas Standard
12770;9162;451;Repas Halal;104;;Repas Standard
12771;9163;1992;Repas Standard;123;;Repas Standard
12772;9164;2384;Repas Standard;118;;Repas Standard
12773;9166;1605;Repas Standard;136;;Repas Standard
12774;9167;356;Repas Halal;33;oui;Repas Standard
12774;9167;444;Repas Halal;100;;Repas Standard
12775;9168;1765;Repas Sans Porc;135;;Repas Standard
12776;9168;1765;Repas Sans Porc;136;;Repas Standard
12777;9169;534;Repas Standard;92;oui;Repas Standard
12777;9169;999999;Repas Standard;18;;Repas Standard
12778;9089;527;Repas Standard;123;;Repas Standard
12779;4883;148;Repas Standard;67;;Repas Standard
12780;9170;947;Repas Standard;53;;Repas Standard
12781;1424;3624;Repas Standard;68;oui;Repas Standard
12781;1424;3624;Repas Végétarien;60;;Repas vgtarien
12782;9171;1545;Repas Standard;132;;Repas Standard
12783;9172;319;Repas Halal;122;;Repas Standard
12784;9172;319;Repas Halal;120;;Repas Standard
12785;3664;499;Repas Standard;134;;Repas Standard
12786;9173;1273;Repas Standard;55;;Repas Standard
12787;2375;365;Repas Halal;135;;Repas Standard
12788;9174;578;Repas Standard;111;;Repas Standard
12789;9175;441;Repas Halal;18;;Repas Standard
12790;9176;281;Repas Standard;135;;Repas Standard
12791;9177;3006;Repas Standard;111;;Repas Standard
12792;9178;468;Repas Halal;47;;Repas Standard
12793;9178;468;Repas Halal;43;;Repas Standard
12794;9179;786;Repas Standard;136;;Repas Standard
12795;9180;1377;Repas Halal;117;;Repas Standard
12796;8934;380;Repas Halal;74;;Repas Standard
12797;1108;404;Repas Standard;86;;Repas Standard
12798;4054;626;Repas Halal;37;;Repas Standard
12799;9181;363;Repas Standard;30;oui;Repas Standard
12799;9181;473;Repas Standard;100;;Repas Standard
12800;9181;363;Repas Standard;29;oui;Repas Standard
12800;9181;473;Repas Standard;99;;Repas Standard
12801;9182;354;Repas Standard;131;;Repas Standard
12802;9183;338;Repas Végétarien;92;;Repas vgtarien
12803;9184;283;Repas Standard;123;;Repas Standard
12804;3045;639;Repas Halal;88;;Repas Standard
12805;7967;1;Repas Halal;125;;Repas Standard
12806;9185;419;Repas Sans Porc;135;;Repas Standard
12807;9185;419;Repas Sans Porc;135;;Repas Standard
12808;9183;338;Repas Halal;12;;Repas Standard
12809;9183;338;Repas Halal;12;;Repas Standard
12810;2851;1509;Repas Sans Porc;131;;Repas Standard
12811;2851;1509;Repas Sans Porc;134;;Repas Standard
12812;9186;1;Repas Halal;136;;Repas Standard
12813;9186;1;Repas Halal;136;;Repas Standard
12814;9187;1538;Repas Standard;135;;Repas Standard
12815;6495;1463;Repas Sans Porc;20;;Repas Standard
12816;2557;320;Repas Standard;127;;Repas Standard
12817;9188;665;Repas Standard;132;;Repas Standard
12818;9188;665;Repas Standard;131;;Repas Standard
12819;9189;385;Repas Standard;47;oui;Repas Standard
12819;9189;877;Repas Standard;72;;Repas Standard
12820;9190;999999;Repas Standard;131;;Repas Standard
12821;9191;2275;Repas Standard;136;;Repas Standard
12822;9192;451;Repas Halal;135;;Repas Standard
12823;9192;451;Repas Halal;135;;Repas Standard
12824;9193;832;Repas Standard;93;;Repas Standard
12825;9194;420;Repas Standard;15;;Repas Standard
12826;9195;999999;Repas Standard;133;;Repas Standard
12827;9195;999999;Repas Standard;132;;Repas Standard
12828;9196;839;Panier;48;oui;Panier
12828;9196;839;Repas Sans Porc;21;;Repas Standard
12829;8230;289;Repas Standard;130;;Repas Standard
12830;9197;458;Repas Standard;63;oui;Repas Standard
12830;9197;1821;Repas Standard;69;;Repas Standard
12831;9198;389;Repas Standard;134;;Repas Standard
12832;9199;452;Repas Standard;135;;Repas Standard
12833;9200;884;Repas Standard;136;;Repas Standard
12834;9201;777;Repas Standard;136;;Repas Standard
12835;9201;777;Repas Standard;136;;Repas Standard
12836;4797;664;Repas Halal;7;oui;Repas Standard
12836;4797;728;Repas Halal;16;;Repas Standard
12837;9202;376;Repas Sans Porc;114;oui;Repas Standard
12837;9202;376;Repas Halal;19;;Repas Standard
12838;7392;714;Repas Halal;16;oui;Repas Standard
12838;7392;764;Repas Halal;73;;Repas Standard
12839;9203;825;Repas Standard;124;;Repas Standard
12840;9204;990;Repas Halal;4;;Repas Standard
12841;9205;161;Repas Halal;120;;Repas Standard
12842;9205;161;Repas Halal;4;;Repas Standard
12843;9205;161;Repas Halal;120;;Repas Standard
12844;6337;381;Repas Halal;135;;Repas Standard
12845;6178;354;Repas Standard;135;;Repas Standard
12846;9206;441;Repas Standard;38;;Repas Standard
12847;9206;441;Repas Standard;132;;Repas Standard
12848;9207;356;Repas Standard;131;;Repas Standard
12849;9208;342;Repas Standard;133;;Repas Standard
12850;9208;342;Repas Standard;134;;Repas Standard
12851;9209;1143;Repas Standard;136;;Repas Standard
12852;9210;1361;Repas Standard;109;oui;Repas Standard
12852;9210;999999;Repas Standard;27;;Repas Standard
12853;9210;1361;Repas Standard;109;oui;Repas Standard
12853;9210;999999;Repas Standard;27;;Repas Standard
12854;9211;905;Repas Sans Porc;7;;Repas Standard
12855;9212;401;Repas Standard;130;;Repas Standard
12856;9212;401;Repas Standard;132;;Repas Standard
12857;9213;346;Repas Halal;24;oui;Repas Standard
12857;9213;465;Repas Halal;15;;Repas Standard
12858;9214;2335;Repas Végétarien;119;oui;Repas vgtarien
12858;9214;999999;Repas Végétarien;16;;Repas vgtarien
12859;9215;605;Repas Standard;109;;Repas Standard
12860;9216;921;Repas Standard;133;;Repas Standard
12861;7753;651;Repas Halal;1;;Repas Standard
12862;5797;398;Repas Standard;136;;Repas Standard
12863;5797;398;Repas Standard;128;;Repas Standard
12864;5797;398;Repas Standard;131;;Repas Standard
12865;9217;1;Repas Sans Porc;135;;Repas Standard
12866;9218;1166;Repas Standard;132;;Repas Standard
12867;7837;1112;Repas Standard;135;;Repas Standard
12868;9219;623;Repas Standard;109;;Repas Standard
12869;9219;623;Repas Standard;109;;Repas Standard
12870;9219;623;Repas Standard;109;;Repas Standard
12871;9220;1981;Repas Standard;135;;Repas Standard
12872;9221;2525;Repas Standard;135;;Repas Standard
12873;8841;357;Repas Standard;66;oui;Repas Standard
12873;8841;683;Repas Standard;69;;Repas Standard
12874;9222;501;Repas Standard;42;;Repas Standard
12875;9222;501;Repas Standard;59;;Repas Standard
12876;9225;999999;Repas Standard;107;;Repas Standard
12877;9226;483;Repas Standard;135;;Repas Standard
12878;9226;483;Repas Standard;134;;Repas Standard
12879;9227;192;Repas Halal;66;;Repas Standard
12880;9227;192;Repas Halal;136;;Repas Standard
12881;4949;395;Repas Halal;113;oui;Repas Standard
12881;4949;427;Repas Halal;22;;Repas Standard
12882;9228;443;Repas Halal;26;;Repas Standard
12883;9228;443;Repas Halal;26;;Repas Standard
12884;9228;443;Repas Halal;26;;Repas Standard
12885;9229;580;Repas Sans Porc;119;;Repas Standard
12886;9230;475;Repas Halal;131;;Repas Standard
12887;9231;1;Repas Sans Porc;55;;Repas Standard
12888;4935;1;Repas Standard;135;;Repas Standard
12889;9232;1;Repas Standard;77;;Repas Standard
12890;9233;479;Repas Halal;133;;Repas Standard
12891;9234;1;Repas Standard;132;;Repas Standard
12892;9235;1;Repas Halal;115;;Repas Standard
12893;9236;1;Repas Standard;27;;Repas Standard
12894;9237;1;Repas Standard;134;;Repas Standard
12895;9237;1;Repas Standard;133;;Repas Standard
12896;5823;388;Repas Halal;127;;Repas Standard
12897;9238;303;Repas Halal;47;;Repas Standard
12898;9238;303;Repas Halal;47;;Repas Standard
12899;9238;303;Repas Halal;47;;Repas Standard
12900;9239;942;Repas Standard;135;;Repas Standard
12901;9240;454;Repas Halal;135;;Repas Standard
12902;9240;454;Repas Halal;133;;Repas Standard
12903;6689;146;Repas Halal;135;;Repas Standard
12904;1269;447;Repas Halal;11;;Repas Standard
12905;9241;1665;Repas Standard;130;;Repas Standard
12906;9242;1;Repas Halal;131;;Repas Standard
12907;9243;1;Repas Standard;131;;Repas Standard
12908;9243;1;Repas Standard;136;;Repas Standard
12909;4772;1;Repas Standard;122;;Repas Standard
12910;9244;150;Repas Standard;136;;Repas Standard
12911;9245;1;Repas Standard;120;;Repas Standard
12912;8103;1;Repas Halal;30;;Repas Standard
12913;9246;454;Repas Standard;127;;Repas Standard
12914;4344;361;Repas Halal;1;;Repas Standard
12915;9247;999999;Repas Standard;66;;Repas Standard
12916;501;281;Repas Standard;135;;Repas Standard
12917;9248;168;Repas Standard;135;;Repas Standard
12918;9249;2741;Repas Standard;131;;Repas Standard
12919;9250;999999;Repas Standard;1;;Repas Standard
12920;9253;392;Repas Standard;119;;Repas Standard
12921;9254;566;Repas Standard;25;oui;Repas Standard
12921;9254;2039;Repas Standard;74;;Repas Standard
12922;9256;403;Repas Halal;133;;Repas Standard
12923;9255;399;Repas Standard;21;;Repas Standard
12924;9254;566;Repas Standard;11;oui;Repas Standard
12924;9254;2039;Repas Standard;55;;Repas Standard
12925;3;601;Repas Standard;22;;Repas Standard
12926;9257;139;Repas Halal;128;;Repas Standard
12927;9258;436;Repas Halal;134;;Repas Standard
12928;9260;1;Repas Standard;95;;Repas Standard
12929;9260;1;Repas Standard;92;;Repas Standard
12930;9259;340;Repas Halal;9;oui;Repas Standard
12930;9259;425;Repas Halal;66;;Repas Standard
12931;9258;436;Repas Halal;130;;Repas Standard
12932;9261;164;Repas Halal;94;;Repas Standard
12933;9262;628;Repas Végétarien;129;;Repas vgtarien
12934;8242;395;Repas Standard;130;;Repas Standard
12935;9263;393;Repas Sans Porc;3;;Repas Standard
12936;9264;38;Repas Standard;123;;Repas Standard
12937;1731;355;Repas Standard;135;;Repas Standard
12938;9265;1276;Repas Standard;98;;Repas Standard
12939;9265;1276;Repas Standard;97;;Repas Standard
12940;9266;344;Repas Sans Porc;126;;Repas Standard
12941;9266;344;Repas Sans Porc;128;;Repas Standard
12942;9268;1308;Repas Halal;133;;Repas Standard
12943;9267;914;Repas Standard;130;;Repas Standard
12944;9269;859;Repas Standard;135;;Repas Standard
12945;9269;859;Repas Standard;134;;Repas Standard
12946;9270;1190;Repas Végétarien;61;;Repas vgtarien
12947;3798;417;Repas Standard;76;;Repas Standard
12948;9271;535;Repas Sans Porc;136;;Repas Standard
12949;9272;826;Repas Standard;33;;Repas Standard
12950;9273;404;Repas Standard;1;oui;Repas Standard
12950;9273;574;Repas Standard;109;;Repas Standard
12951;9274;170;Repas Végétarien;100;;Repas vgtarien
12952;6335;586;Repas Standard;124;;Repas Standard
12953;6335;586;Repas Standard;124;;Repas Standard
12954;9275;1;Repas Standard;136;;Repas Standard
12955;4704;347;Repas Halal;135;;Repas Standard
12956;9276;2210;Repas Standard;136;;Repas Standard
12957;9277;1;Repas Halal;30;;Repas Standard
12958;9277;1;Repas Halal;31;;Repas Standard
12959;9277;1;Repas Halal;30;;Repas Standard
12960;9278;999999;Repas Standard;131;;Repas Standard
12961;9278;999999;Repas Standard;134;;Repas Standard
12962;7959;100;Repas Standard;134;;Repas Standard
12963;7959;100;Repas Standard;134;;Repas Standard
12964;9279;300;Repas Sans Porc;25;;Repas Standard
12965;9280;1;Repas Halal;123;;Repas Standard
12966;8198;473;Repas Halal;130;;Repas Standard
12967;9282;784;Repas Standard;127;;Repas Standard
12968;9283;289;Repas Standard;118;;Repas Standard
12969;9284;1;Repas Standard;80;;Repas Standard
12970;9285;999999;Repas Halal;54;;Repas Standard
