Id Personne;Id Famille;QF;Type repas;Nombre;id gale ou non ;type de repas simplifi par tarif identique 
1681;3016;999999;Repas Sans Porc;136;;Repas Standard
1682;3019;246;Repas Standard;136;;Repas Standard
1683;1391;1732;Repas Standard;34;;Repas Standard
1684;3021;859;Repas Standard;49;;Repas Standard
1685;3022;702;Repas Standard;132;;Repas Standard
1686;3024;449;Repas Standard;31;;Repas Standard
1687;3025;530;Repas Standard;136;;Repas Standard
1688;3025;530;Repas Standard;136;;Repas Standard
1689;3028;434;Repas Sans Porc;65;;Repas Standard
1690;3029;132;Repas Standard;130;;Repas Standard
1691;9583;737;Repas Standard;128;;Repas Standard
1692;1437;1046;Repas Standard;131;;Repas Standard
1693;3033;406;Repas Standard;2;;Repas Standard
1694;3034;430;Repas Halal;129;;Repas Standard
1695;3036;1488;Repas Standard;130;;Repas Standard
1696;3037;459;Repas Halal;132;;Repas Standard
1697;1236;253;Repas Standard;133;;Repas Standard
1698;8255;999999;Repas Standard;22;oui;Repas Standard
1698;10782;999999;Repas Sans Porc;57;;Repas Standard
1699;3040;1197;Repas Standard;132;;Repas Standard
1700;3042;1666;Repas Standard;69;oui;Repas Standard
1700;3042;999999;Repas Standard;17;;Repas Standard
1701;3043;433;Repas Sans Porc;132;;Repas Standard
1702;3046;533;Repas Halal;46;;Repas Standard
1703;3047;1034;Repas Standard;127;;Repas Standard
1704;2925;1074;Repas Standard;110;;Repas Standard
1705;553;405;Repas Halal;58;;Repas Standard
1706;3049;894;Repas Standard;120;;Repas Standard
1707;3049;894;Repas Standard;120;;Repas Standard
1708;3050;1033;Repas Standard;27;;Repas Standard
1709;3052;685;Repas Standard;132;;Repas Standard
1710;539;999999;Repas Standard;100;;Repas Standard
1711;2076;3706;Repas Standard;136;;Repas Standard
1712;1109;514;Repas Halal;20;;Repas Standard
1713;2070;425;Repas Standard;136;;Repas Standard
1714;3055;164;Repas Standard;85;oui;Repas Standard
1714;3055;999999;Repas Standard;7;;Repas Standard
1715;3056;706;Repas Standard;19;;Repas Standard
1716;3058;999999;Repas Standard;136;;Repas Standard
1717;3059;663;Repas Standard;48;;Repas Standard
1718;3060;999999;Repas Standard;15;;Repas Standard
1719;3062;999999;Repas Standard;67;;Repas Standard
1720;2344;372;Repas Halal;53;;Repas Standard
1721;3063;543;Repas Halal;29;;Repas Standard
1722;737;1135;Repas Standard;136;;Repas Standard
1723;1384;431;Repas Halal;132;;Repas Standard
1724;3064;274;Repas Halal;125;;Repas Standard
1725;3065;999999;Repas Végétarien;133;;Repas vgtarien
1726;3066;357;Repas Végétarien;63;oui;Repas vgtarien
1726;3066;357;Repas Halal;3;;Repas Standard
1727;996;406;Repas Standard;107;;Repas Standard
1728;1935;3207;Repas Standard;103;;Repas Standard
1729;3068;643;Repas Standard;136;;Repas Standard
1730;3069;636;Repas Halal;136;;Repas Standard
1731;3070;613;Repas Halal;109;oui;Repas Standard
1731;3070;999999;Repas Halal;24;;Repas Standard
1732;1574;460;Repas Standard;132;;Repas Standard
1733;3071;674;Repas Standard;123;;Repas Standard
1734;1772;359;Repas Sans Porc;136;;Repas Standard
1735;3073;844;Repas Halal;64;;Repas Standard
1736;3074;609;Repas Halal;30;oui;Repas Standard
1736;3074;1212;Repas Halal;100;;Repas Standard
1737;3072;380;Repas Halal;45;;Repas Standard
1738;3075;676;Repas Standard;135;;Repas Standard
1739;1518;677;Repas Halal;69;;Repas Standard
1740;839;1240;Repas Standard;101;;Repas Standard
1741;3077;441;Repas Halal;32;oui;Repas Standard
1741;3077;532;Repas Halal;4;oui;Repas Standard
1741;3077;999999;Repas Halal;8;;Repas Standard
1742;1538;410;Repas Halal;24;;Repas Standard
1743;3078;872;Repas Halal;48;;Repas Standard
1744;3078;872;Repas Halal;25;;Repas Standard
1745;3079;999999;Repas Standard;104;;Repas Standard
1746;2354;408;Repas Halal;40;;Repas Standard
1747;2124;480;Repas Végétarien;11;;Repas vgtarien
1748;2711;332;Repas Halal;13;;Repas Standard
1749;490;486;Repas Halal;78;;Repas Standard
1750;3080;320;Repas Halal;131;;Repas Standard
1751;1746;320;Repas Sans Porc;11;;Repas Standard
1752;2040;335;Repas Halal;26;oui;Repas Standard
1752;2040;413;Repas Halal;110;;Repas Standard
1753;1841;999999;Repas Standard;129;;Repas Standard
1754;3082;319;Repas Végétarien;84;;Repas vgtarien
1755;3067;754;Repas Standard;136;;Repas Standard
1756;3067;754;Repas Standard;132;;Repas Standard
1757;3083;686;Repas Végétarien;46;;Repas vgtarien
1758;821;962;Repas Halal;126;;Repas Standard
1759;1472;1472;Repas Standard;135;;Repas Standard
1760;3084;999999;Repas Standard;103;;Repas Standard
1761;3085;405;Repas Halal;27;;Repas Standard
1762;3086;318;Repas Sans Porc;66;;Repas Standard
1763;3087;385;Repas Halal;132;;Repas Standard
1764;3088;1669;Repas Standard;135;;Repas Standard
1765;3089;434;Repas Standard;136;;Repas Standard
1766;375;274;Repas Halal;136;;Repas Standard
1767;1501;1592;Repas Standard;102;;Repas Standard
1768;1323;754;Repas Halal;9;;Repas Standard
1769;1941;446;Repas Halal;136;;Repas Standard
1770;3031;1452;Repas Standard;136;;Repas Standard
